,東京,1,17,佐々木,里加,ささき,りか,50,希望の党,,新,0,東京19区,女子美大短大部非常勤講師〈元〉多摩美大院助手▽多摩美大院,佐々木里加,
,東京,1,17,金ケ崎,絵美,かながさき,えみ,41,希望の党,,新,0,東京22区,弁護士▽東大院,金ケ崎絵美,
,東京,1,17,吉羽,美華,よしば,みか,37,希望の党,,新,0,東京24区,〈元〉新党大地支部長・民主党支部長・寝屋川市議▽関学大,吉羽美華,
,東京,24,17,小泉,俊明,こいずみ,としあき,60,希望の党,,元,3,,〈元〉国交政務官・取手市議▽早大,小泉俊明,
,東京,26,17,田淵,正文,たぶち,まさふみ,59,希望の党,,新,0,,医師・がん撲滅の会理事長〈元〉東大医学部講師▽東大,田淵正文,
,東京,27,17,石飛,香織,いしとび,かおり,34,希望の党,,新,0,,フリーアナウンサー・安中市観光大使▽拓殖大,石飛香織,
,東京,28,17,黒川,公美,くろかわ,くみ,44,希望の党,,新,0,,医師▽北里大,黒川公美,
,東京,29,17,羽田,次郎,はた,じろう,48,希望の党,,新,0,,コンサル会社役員〈元〉衆院議員秘書▽米ウェイクフォレスト大中退,羽田次郎,
,東京,30,17,竹内,今日生,たけうち,ひびき,43,希望の党,,新,0,,医師〈元〉福岡大助教・心療クリニック院長▽帝京大,竹内今日生,
,東京,31,17,栗山,由美,くりやま,ゆみ,56,希望の党,,新,0,,経営コンサルタント〈元〉ソニー社員▽米マサチューセッツ工科大院,栗山由美,
,東京,33,17,森村,広,もりむら,ひろむ,26,希望の党,,新,0,,陸自予備自衛官〈元〉民進党大阪府常任幹事▽東大,森村広,
,東京,1,17,釈,量子,しゃく,りょうこ,47,幸福実現党,,新,0,,党首〈元〉党女性局長・幸福の科学常務理事・製紙会社員▽国学院大,釈量子,
,東京,3,17,鈴木,豪,すずき,つよし,38,幸福実現党,,新,0,,党都青年局長・幸福の科学理事〈元〉外食介護事業会社員▽中大,鈴木豪,
,東京,4,17,坂本,隆一,さかもと,りゅういち,67,幸福実現党,,新,0,,党都幹事長・建設会社長〈元〉大林組社員▽早大,坂本隆一,
,東京,1,17,赤尾,由美,あかお,ゆみ,52,日本のこころ,,新,0,,金属加工会社会長▽明大,赤尾由美,
,東京,24,17,安藤,高夫,あんどう,たかお,58,自由民主党,,新,0,,医療法人社団永生会理事長・全日本病院協会副会長▽日大,安藤高夫,
,東京,25,17,高木,啓,たかぎ,けい,52,自由民主党,,新,0,,〈元〉都議・党都議会幹事長▽立教大,高木啓,
